*
*
*
$STOPPOINT:ID;Code;Name;Lat;Lon;IsChargingStation;IsDepot
900087172;;Urban Tech Republic (Berlin);52.55144;13.28572;0;0
900051372;2;U Oskar-Helene-Heim (Berlin);52.4509875;13.2699505;0;0
900046273;;Elsterplatz (Berlin);52.4791355;13.2858035;0;0
900041281;;Hochmeisterplatz (Berlin);52.4948194;13.3019712;0;0
900051303;;U Dahlem-Dorf (Berlin);52.45787266666667;13.289826;1;0
900064771;;Wismarer Str. (Berlin);52.4177815;13.3058425;0;0
900064271;;Wismarer Str. (Berlin);52.41788625;13.3047705;0;0
900066301;;Berlin, Appenzeller Str.;52.42209333333333;13.298253333333331;0;0
900066254;;Thuner Platz (Berlin);52.4237705;13.296244;0;0
900052302;;Lissabonallee (Berlin);52.429362000000005;13.2245348;0;0
900052201;;S Nikolassee (Berlin);52.43125425;13.19349;0;0
900073305;;Nahmitzer Damm (Berlin);52.4108965;13.3657375;0;0
900053301;4;S Wannsee Bhf (Berlin);52.42151116666667;13.178243166666666;1;0
900046203;;Elsterplatz (Berlin);52.479604;13.28529;0;0
900051204;;Berlin, Königin-Luise-Str./Clayallee;52.45993766666667;13.274776666666668;0;0
900051301;3;U Oskar-Helene-Heim (Berlin);52.45028133333333;13.27042;0;0
900049101;;Berlin, Neuruppiner Str.;52.42119;13.2268585;0;0
900048109;10;Roseneck (Berlin);52.47618825;13.2820015;1;0
900050301;;S Mexikoplatz (Berlin);52.437311;13.2319175;0;0
900050201;;U Krumme Lanke (Berlin);52.442910000000005;13.2406404;0;0
900230400;;Potsdam, Stern-Center/Nuthestr.;52.372149666666665;13.133663333333333;0;0
900230032;;Potsdam, Johannes-Kepler-Platz;52.375737333333326;13.128628999999998;0;0
900053303;;Steinstücken (Berlin);52.389051;13.1298805;0;0
900009102;;U Leopoldplatz (Berlin);52.546755;13.359279333333332;1;0
900011151;;Türkenstr. (Berlin);52.55342;13.3467465;0;0
900085108;5;U Paracelsus-Bad/Aroser Allee (Berlin);52.5738345;13.35114;0;0
900085104;4;U Paracelsus-Bad (Berlin);52.574980800000006;13.347541799999998;0;0
900096407;5;U Wittenau (Berlin);52.59534533333333;13.332539333333337;0;0
900096193;3;Göschenplatz/S Wittenau (Berlin);52.59745840000001;13.3322734;0;0
900096310;;Märkische Zeile (Berlin);52.59861900000001;13.355847333333337;0;0
900096305;;Wilhelmsruher Damm/Treuenbrietzener Str. (Berlin);52.59678699999999;13.3602732;0;0
900096307;;Wilhelmsruher Damm (Berlin);52.5973035;13.36698875;1;0
900003201;6;S+U Berlin Hauptbahnhof;52.52652025;13.368783;1;0
900008104;;U Reinickendorfer Str. (Berlin);52.5411834;13.368663000000002;0;0
900009104;;S+U Wedding (Berlin);52.5428625;13.365403;0;0
900094181;;Titiseestr. (Berlin);52.607515;13.332664666666666;1;0
900096101;8;S+U Wittenau (Berlin);52.595667500000005;13.3355805;1;0
900132025;;Uhlandstr./Wilhelmsruher Damm (Berlin);52.597337;13.368567;0;0
900132504;;Berlin, Hielscherstr.;52.5896045;13.36904;0;0
900085102;;Gotthardstr./Teichstr. (Berlin);52.567015;13.347098;0;0
900086102;;U Kurt-Schumacher-Platz (Berlin);52.56327766666667;13.326569333333332;1;0
900089601;;Mäckeritzwiesen (Berlin);52.550068;13.2698275;0;0
900036101;;U Rohrdamm (Berlin);52.53719725;13.26287325;0;0
900035154;;Goebelplatz (Berlin);52.538252;13.279831;0;0
900019154;;Stieffring (Berlin);52.54478066666667;13.312876666666668;0;0
900089391;;Berlin, An der Mühle;52.5937915;13.28093975;1;0
900089301;;U Alt-Tegel (Berlin);52.590119833333326;13.283135666666666;0;0
900096303;;Märkisches Zentrum (Berlin);52.596557;13.3539825;0;0
900091101;;Berlin, Alt-Heiligensee;52.606635;13.21147;1;0
900091203;;S Heiligensee (Berlin);52.62571566666667;13.228664;0;0
900134012;;Berlin, Aubertstr.;52.6081395;13.4160695;1;0
900092101;;Invalidensiedlung (Berlin);52.655211;13.2849645;0;0
900092102;;Am Pilz (Berlin);52.6426425;13.300986;0;0
900092201;2;S Frohnau (Berlin);52.632462;13.288378;0;0
900097101;;Holzhauser Str./Schubartstr. (Berlin);52.58205016666667;13.305441833333331;0;0
900009202;1;U Osloer Str./Tromsöer Str. (Berlin);52.55685642857144;13.373368285714289;1;0
900085202;;U Franz-Neumann-Platz (Berlin);52.5635345;13.364979833333337;0;0
900027401;;Berlin, Falkenseer Chaussee/Zeppelinstr.;52.54754675;13.18444425;0;0
900029105;;Berlin, Galenstr.;52.53557266666667;13.194441333333332;1;0
900029371;1;S+U Rathaus Spandau (Berlin);52.534945;13.1985715;0;0
900030272;;S Stresow (Berlin);52.5324225;13.2087965;0;0
900029302;10;S+U Rathaus Spandau (Berlin);52.53567;13.200029333333331;1;0
900027306;;Berlin, Waldkrankenhaus;52.5622125;13.15840975;0;0
900025202;;U Ruhleben (Berlin);52.5255055;13.241558;1;0
900027352;;Im Spektefeld/Schulzentrum (Berlin);52.549049333333336;13.156210333333334;1;0
900037101;;Berlin, Magistratsweg/Brunsbütteler Damm;52.53291525;13.15773775;0;0
900037202;;Berlin, Sandstr.;52.51870866666667;13.169587333333334;0;0
900032105;;Berlin, Lutoner Str.;52.525215333333335;13.177726666666668;0;0
900032104;;Berlin, Melanchthonplatz;52.521586;13.18889575;0;0
900034102;4;U Haselhorst (Berlin);52.53882516666667;13.231912;1;0
900034170;3;U Haselhorst (Berlin);52.5397925;13.232219;0;0
900089553;;Neheimer Str. (Berlin);52.575816333333336;13.272437000000002;0;0
900088201;;U Holzhauser Str. (Berlin);52.57613619999999;13.2947674;0;0
900089303;;S Tegel (Berlin);52.588549666666665;13.288294666666667;0;0
900089550;;Liesborner Weg (Berlin);52.577682;13.277599;0;0
900039103;;Hottengrund (Berlin);52.446243;13.12651;0;0
900039162;;Kaserne Hottengrund (Berlin);52.447296;13.1274625;0;0
900039102;2;Alt-Kladow (Berlin);52.45405349999999;13.144162;0;0
900032106;;Berlin, Gatower Str./Heerstr.;52.515428;13.18489925;0;0
900032101;;Berlin, Am Omnibushof;52.517601500000005;13.185598166666663;0;0
900027356;;Friedhof In den Kisseln (Berlin);52.553119;13.179927333333334;0;0
900027304;;Wasserwerk Spandau (Berlin);52.556384;13.165381;0;0
900039101;;Berlin, Gutsstr.;52.47512175;13.12086725;0;0
900039150;;Landstadt Gatow (Berlin);52.472361;13.127593;0;0
900027259;;Werderstr. (Berlin);52.5674295;13.210487;1;0
900027206;;Rauchstr. (Berlin);52.56129;13.208377;0;0
900027205;;Aalemannufer (Berlin);52.57329075;13.2126715;0;0
900027208;;Tongaweg (Berlin);52.578887;13.211377;0;0
900037274;;Berlin, Reimerweg;52.5220855;13.153901;0;0
900027453;;Berlin, Westerwaldstr.;52.54897366666668;13.178141333333334;0;0
900027302;;Berlin, Falkenseer Chaussee/Stadtrandstr.;52.55340125;13.1538435;0;0
900027305;;Goldkäferweg (Berlin);52.5567045;13.148913;0;0
900034101;;U Paulsternstr. (Berlin);52.538034;13.248554;0;0
900027260;;Eschenweg (Berlin);52.568065;13.210153;0;0
900020272;;Schlosspark-Klinik (Berlin);52.522875;13.288736;0;0
900036102;;Wohlrabedamm/Rohrdamm (Berlin);52.533649;13.2675165;0;0
900020204;;Sophie-Charlotten-Str. (Berlin);52.518981;13.2871065;0;0
900120005;;S Ostbahnhof (Berlin);52.50982433333333;13.433290333333332;1;0
900013172;;U Kottbusser Tor (Berlin);52.4998715;13.4182765;0;0
900017101;2;U Mehringdamm (Berlin);52.49278425;13.38709075;0;0
900068202;6;U Alt-Tempelhof (Berlin);52.466085666666665;13.385077333333331;1;0
900068201;;S+U Tempelhof (Berlin);52.47125199999999;13.385309666666666;1;0
900044201;2;U Berliner Str. (Berlin);52.487204;13.3307115;1;0
900043172;5;U Blissestr./Uhlandstr. (Berlin);52.4862945;13.32263275;0;0
900040101;;S Halensee (Berlin);52.49704800000001;13.290242999999998;0;0
900048103;;Rathenauplatz (Berlin);52.495761;13.2868625;0;0
900026251;;Haus des Rundfunks (Berlin);52.507489;13.2762675;0;0
900026201;;U Theodor-Heuss-Platz (Berlin);52.509956;13.272845;0;0
900026102;;Brixplatz (Berlin);52.51932333333334;13.256584333333334;0;0
900060155;;Planetarium (Berlin);52.456365;13.34882;0;0
900060104;;Insulaner (Berlin);52.45940866666667;13.347557;0;0
900054105;;S+U Innsbrucker Platz (Berlin);52.47819440000001;13.343339599999998;0;0
900026271;;U Theodor-Heuss-Platz West (Berlin);52.510102;13.27094;0;0
900063302;;Kottesteig (Berlin);52.454097;13.3485425;0;0
900100001;;S+U Friedrichstr. Bhf (Berlin);52.520686000000005;13.387726333333331;0;0
900100014;;U Märkisches Museum (Berlin);52.51164533333333;13.409589000000002;0;0
900100516;;U Märkisches Museum/Inselstr. (Berlin);52.512389;13.410473;0;0
900142502;;Berlin, Alt-Blankenburg;52.592998;13.454415999999998;0;0
900142504;;Krugstege (Berlin);52.59134;13.4523435;0;0
900142001;;S Blankenburg (Berlin);52.59101033333334;13.442152;0;0
900085201;;S Schönholz (Berlin);52.571744;13.379943;0;0
900143516;;Hofzeichendamm (Berlin);52.612408;13.4945545;0;0
900143514;;Lossebergplatz (Berlin);52.6168965;13.4906215;0;0
900143509;;Alt-Karow (Berlin);52.61153425;13.4816;0;0
900135001;;S Buch (Berlin);52.63554533333333;13.493185333333336;1;0
900170517;;Jan-Petersen-Str. (Berlin);52.54733349999999;13.561302;0;0
900152006;;Prendener Str. (Berlin);52.568623;13.52049625;0;0
900152001;;S Hohenschönhausen Bhf (Berlin);52.566421000000005;13.513524;0;0
900151006;2;Berlin, Prerower Platz;52.56340533333333;13.504981666666666;1;0
900151007;;Malchow/Dorfstr. (Berlin);52.58013566666667;13.482722666666668;0;0
900130002;1;S+U Pankow (Berlin);52.5672535;13.41159675;1;0
900130500;6;S+U Pankow/Granitzstr. (Berlin);52.5659945;13.412704000000002;0;0
900130512;;Masurenstr. (Berlin);52.563604;13.412549;0;0
900140517;;Stadion Buschallee/Hansastr. (Berlin);52.55652225;13.48648225;1;0
900140002;;Berlin, Pasedagplatz;52.5597835;13.460008;0;0
900140501;;Günter-Litfin-Str. (Berlin);52.559984;13.449278;0;0
900110013;7;Prenzlauer Allee/Ostseestr. (Berlin);52.550772;13.43049275;0;0
900110002;;S Prenzlauer Allee (Berlin);52.5453155;13.4285935;0;0
900110028;;Michelangelostr. (Berlin);52.542911;13.451641;0;0
900140003;;Große Seestr. (Berlin);52.557071;13.459776;0;0
900110012;;S Storkower Str. (Berlin);52.524439666666666;13.466354333333332;0;0
900110728;;Michelangelostr. (Berlin) [Bushafen];52.5417925;13.4524695;1;0
900141002;;Heinersdorf Kirche (Berlin);52.56838275;13.4397645;0;0
900141504;;Am Wasserturm (Berlin);52.56458233333333;13.4358;0;0
900195501;;Siriusstr./Uranusstr. (Berlin);52.401792;13.52342475;1;0
900195013;;Wegedornstr./Semmelweisstr. (Berlin);52.42434;13.526468333333334;0;0
900194006;;S Schöneweide/Sterndamm (Berlin);52.454566666666665;13.508797666666666;1;0
900192001;;S Schöneweide Bhf (Berlin);52.4562232;13.5099038;0;0
900192505;;Hasselwerderstr. (Berlin);52.454566;13.5134975;0;0
900183006;;Lutherstr. (Berlin);52.4283;13.730566;0;0
900183510;;Dämeritzstr. (Berlin);52.4255495;13.7259355;0;0
900310013;;S Erkner Bhf/ZOB;52.4289645;13.7530525;0;0
900183003;;Berlin, Rahnsdorf/Waldschänke;52.442388400000006;13.6867992;1;0
900183001;;S Rahnsdorf (Berlin);52.4509875;13.691237;0;0
900310021;;Schöneiche (bei Berlin), Dorfaue;52.479078;13.700719;0;0
900310020;;Schöneiche (bei Berlin), Lübecker Str. [Endstelle];52.466139;13.6996955;0;0
900083201;4;U Rudow (Berlin);52.415753800000005;13.4969565;1;0
900193002;7;S Adlershof (Berlin);52.43506;13.540418666666667;1;0
900260005;6;S Schönefeld (bei Berlin);52.390145;13.515346857142855;1;0
900180534;;Kaulsdorfer Str./S Köpenick (Berlin);52.46047;13.5797725;0;0
900180018;;Müggelschlößchenweg (Berlin);52.441824;13.6018905;1;0
900180003;;S Spindlersfeld (Berlin);52.4458055;13.5634165;0;0
900191003;;Baumschulenstr./Köpenicker Landstr. (Berlin);52.46934725;13.491802;0;0
900190100;2;Elsenstr./S Treptower Park (Berlin);52.492764;13.4583505;0;0
900190004;;Berlin, Eichenstr./Puschkinallee;52.49424066666666;13.453867666666667;0;0
900079272;;Weisestr. (Berlin);52.480360000000005;13.422992;0;0
900079202;;U Boddinstr. (Berlin);52.47901;13.4256555;0;0
900079152;;Fontanestr./Flughafenstr. (Berlin);52.48046;13.421815;0;0
900185003;;Moßkopfring (Berlin);52.340447;13.647433;0;0
900185001;;Alt-Schmöckwitz (Berlin);52.37565433333333;13.649317000000002;0;0
900184001;;Odernheimer Str. (Berlin);52.423841;13.680444;0;0
900184003;;Müggelheim/Dorf (Berlin);52.41216300000001;13.6620265;0;0
900184002;;Berlin, Alt-Müggelheim;52.41011833333334;13.665648666666668;0;0
900180011;;Semliner Straße (Berlin);52.466643000000005;13.5755755;0;0
900080181;;Berlin, Betriebshof Britz;52.45257125;13.4357675;0;0
900080101;;Gradestr./Tempelhofer Weg (Berlin);52.45275225;13.4326165;0;0
900069211;;U Ullsteinstr./Ordensmeisterstr. (Berlin);52.455871;13.3844645;0;0
900062282;7;S+U Rathaus Steglitz (Berlin) [Busbahnhof];52.45563725;13.3208905;1;0
900191513;;Berlin, Baumschulenstr./Fähre;52.47145;13.4941585;0;0
900191001;;S Baumschulenweg (Berlin);52.467627;13.489801333333332;0;0
900080405;;Buschkrug (Berlin);52.4526085;13.451740166666667;0;0
900080103;;Britzer Damm/Gradestr. (Berlin);52.4528405;13.43856125;0;0
900083351;;Lieselotte-Berger-Str. (Berlin);52.40469066666666;13.510413333333332;0;0
900082152;;Rudower Str./Grüner Weg (Berlin);52.4426055;13.456363;0;0
900080403;;Berlin, Buschkrugallee/Parchimer Allee;52.44519766666667;13.454935333333331;0;0
900080202;;U Grenzallee (Berlin);52.46402700000001;13.444383666666669;0;0
900078171;10;U Hermannplatz (Berlin);52.4869895;13.4244;0;0
900077110;;S Sonnenallee/Saalestr. (Berlin);52.472740666666674;13.454875;0;0
900078170;8;U Hermannplatz (Berlin);52.487153;13.425176;0;0
900078105;6;U Hermannplatz/Sonnenallee (Berlin);52.487485;13.426203666666666;0;0
900078201;1;S+U Neukölln (Berlin);52.46948233333333;13.441816;0;0
900074293;;Wünsdorfer Str./Blohmstr. (Berlin);52.38884625;13.393845;0;0
900074201;;S Lichtenrade (Berlin);52.386707;13.397637666666668;0;0
900074154;;Gerlinger Str. (Berlin);52.4131522;13.421198;0;0
900081250;;Gensweg (Berlin);52.41571225;13.4339855;0;0
900081202;;Stuthirtenweg (Berlin);52.41765725;13.4488025;0;0
900082202;;U Johannisthaler Chaussee (Berlin);52.429413;13.4532705;0;0
900082259;;Gesundheitszentrum (Berlin);52.42948166666667;13.470923;0;0
900074205;;Berlin, Lichtenrader Damm/Barnetstr.;52.39377575;13.40664275;0;0
900074256;;Lichtenrader Damm 254 (Berlin);52.389755;13.4073575;0;0
900074207;;Nahariyastr. (Berlin);52.390828;13.4201455;1;0
900074701;;S Lichtenrade (Berlin);52.386734;13.399569;0;0
900070702;6;U Alt-Mariendorf (Berlin);52.439143;13.388768;1;0
900070301;3;U Alt-Mariendorf (Berlin);52.43998875;13.38850475;0;0
900070306;;Forddamm (Berlin);52.4390525;13.382762;0;0
900070302;4;U Alt-Mariendorf (Berlin);52.438864;13.3984715;0;0
900080654;;Schlosserweg (Berlin);52.43871175;13.435185;0;0
900080406;;Britzer Damm/Mohriner Allee (Berlin);52.44402866666667;13.433354666666666;0;0
900071171;;Halbauer Weg (Berlin);52.434623;13.362375666666669;0;0
900067201;4;Lankwitz Kirche (Berlin);52.4362995;13.345786166666665;0;0
900067221;;S Lankwitz (Berlin);52.43863;13.343661666666668;0;0
900061101;;U Walther-Schreiber-Platz (Berlin);52.4650945;13.32830425;1;0
900080491;;Kielingerstr. (Berlin);52.444871;13.458907;0;0
900080402;;U Britz-Süd (Berlin);52.436947;13.4474165;0;0
900080454;;Gutschmidtstr. (Berlin);52.437101;13.444154;0;0
900064278;;S Lichterfelde Süd [Bus Réaumurstr.] (Berlin);52.410984000000006;13.311719333333334;1;0
900062782;3;S+U Rathaus Steglitz (Berlin) [Schloßstr.];52.45662175;13.320415;1;0
900062202;4;S+U Rathaus Steglitz (Berlin);52.45646466666667;13.321944;1;0
900061102;1;U Friedrich-Wilhelm-Platz (Berlin);52.47162466666666;13.327777666666668;0;0
900048162;;Kronberger Str. (Berlin);52.475705;13.279161;0;0
900046354;1;Roseneck/Teplitzer Str. (Berlin);52.4776705;13.280162;0;0
900048107;;Hagenplatz (Berlin);52.483171;13.266106;0;0
900048101;;S Grunewald (Berlin);52.488789;13.2608145;0;0
900067206;;Melanchthonstr./Bruchwitzstr. (Berlin);52.436439;13.350273;0;0
900054173;;Hauptstr./Martin-Luther-Str. (Berlin);52.4798485;13.3457875;0;0
900003176;5;U Turmstr. (Berlin);52.5255315;13.341745;0;0
900180023;;Innovationspark Wuhlheide (Berlin);52.470495;13.565593;0;0
900180002;;S Wuhlheide (Berlin);52.469446;13.553597;0;0
900175001;;S+U Wuhletal (Berlin);52.513048;13.575890833333332;1;0
900175004;;U Kaulsdorf-Nord (Berlin);52.5208805;13.5880945;0;0
900170701;4;S Marzahn (Berlin);52.5425565;13.542458;1;0
900170001;;S Marzahn (Berlin);52.543339;13.541601;0;0
900171001;;S Biesdorf (Berlin);52.513486;13.555436;0;0
900171002;3;S Friedrichsfelde Ost (Berlin);52.5136892;13.5206256;0;0
900161512;;U Friedrichsfelde (Berlin);52.50548833333334;13.512975;0;0
900160003;;S Nöldnerplatz (Berlin);52.5030215;13.484944;0;0
900160534;;S Nöldnerplatz/Schlichtallee (Berlin);52.5022345;13.4844415;0;0
900120003;;S Ostkreuz Bhf (Berlin);52.50260299999999;13.4682815;0;0
900190702;3;S Treptower Park (Berlin);52.49389;13.46038;0;0
900078106;12;U Hermannplatz/Karl-Marx-Str. (Berlin);52.4858635;13.425656;0;0
900171516;;Helene-Weigel-Platz (Berlin);52.525915;13.543214;0;0
900176538;;Neuenhagener Str. (Berlin);52.51028766666667;13.609201;0;0
900176001;4;S Mahlsdorf Bhf (Berlin);52.511922;13.6122015;0;0
900175014;;Riesaer Str./Louis-Lewin-Str. (Berlin);52.5305945;13.621787;0;0
900175007;1;U Hellersdorf (Berlin);52.5360352;13.6048396;0;0
900170013;;Landsberger Allee/Blumberger Damm (Berlin);52.546116;13.5715775;0;0
900175544;;Klinikum Kaulsdorf (Berlin);52.50707533333334;13.591420666666666;0;0
900152007;;Falkenberg (Berlin);52.570124;13.5270555;1;0
900152003;;Berlin, Welsestr.;52.5696;13.5274065;0;0
900153502;;Dessauer Str. (Berlin);52.56900633333333;13.549648333333332;0;0
900170004;;S Ahrensfelde Bhf (Berlin);52.572325;13.567136333333332;0;0
900170011;;Barnimplatz (Berlin);52.567935000000006;13.5732895;0;0
900170508;;Märkische Allee/Wuhletalstr. (Berlin);52.560347;13.556576;0;0
900170003;;S Mehrower Allee (Berlin);52.557522;13.5552455;0;0
900175002;;S Kaulsdorf (Berlin);52.512705;13.589282333333337;0;0
900176702;5;S Mahlsdorf (Berlin) [Treskowstr.];52.511188;13.611086;0;0
900100045;;U Rotes Rathaus (Berlin);52.5183415;13.408296;0;0
900100020;5;S+U Potsdamer Platz Bhf (Berlin);52.5090305;13.377828;0;0
900005208;2;Varian-Fry-Str./Potsdamer Platz (Berlin);52.509339;13.3743685;0;0
900005207;;Philharmonie Süd (Berlin);52.5087725;13.369929;0;0
900045102;;S+U Heidelberger Platz (Berlin) [Barstr.];52.4803494;13.3127018;0;0
900053102;;Pfaueninsel (Berlin);52.428408;13.123536;0;0
900024106;;S Messe Nord (Berlin);52.5064295;13.283004;0;0
900096192;;Humboldt-Klinikum (Berlin);52.590203;13.309817;0;0
900096711;4;U Rathaus Reinickendorf (Berlin);52.587521333333335;13.326084666666668;0;0
900093203;;Hermsdorfer Damm/Berliner Str. (Berlin);52.622342;13.312571;0;0
900092202;;Hainbuchenstr. (Berlin);52.63415533333333;13.274469333333334;0;0
900096304;;Quickborner Str. (Berlin);52.605958;13.3644045;0;0
900095101;;Alt-Lübars (Berlin);52.620305;13.3559185;0;0
900095153;;Zabel-Krüger-Damm/Alt-Lübars (Berlin);52.6176395;13.3534585;0;0
900090103;;Spechtstr. (Berlin);52.585852;13.232571;0;0
900090101;;Berlin, Falkenplatz;52.58499859999999;13.2273224;0;0
900090102;;Tegelort (Berlin);52.5706795;13.23098;0;0
900090191;;Scharfenberg (Berlin);52.578935;13.244041;0;0
900037155;;Isenburger Weg (Berlin);52.540217;13.135518;0;0
900037191;;Berlin, Finkenkruger Weg;52.5396105;13.1431625;0;0
900037132;;Ungewitterweg (Berlin);52.542631;13.143337;0;0
900160522;;Betriebshof Lichtenberg (Berlin);52.51990675;13.49938925;1;0
900160530;;U Magdalenenstr./Buchberger Str. (Berlin);52.51205675;13.49199475;0;0
900079220;5;S+U Hermannstr./Silbersteinstr. (Berlin);52.4664225;13.4319265;0;0
900077202;;Forsthausallee (Berlin);52.4602805;13.474571;0;0
900079221;2;S+U Hermannstr. (Berlin);52.467522;13.43108175;1;0
900007108;2;S Nordbahnhof/Gartenstr. (Berlin);52.5331035;13.387954;0;0
900007170;;U Bernauer Str./Schönholzer Str. (Berlin);52.537878;13.397355999999998;0;0
900100006;17;S+U Alexanderplatz Bhf/Grunerstr. (Berlin);52.520136666666666;13.414663;0;0
900012103;2;U Hallesches Tor (Berlin);52.4976066;13.391903;0;0
900017102;7;U Platz der Luftbrücke (Berlin);52.4851436;13.385845;1;0
900051281;;Dillenburger Str. (Berlin);52.468661;13.3070545;0;0
900131002;;Grumbkowstr. (Berlin);52.590829;13.419909;0;0
900130011;;U Vinetastr. (Berlin);52.55963860000001;13.4133262;0;0
900130521;;Maximilianstr. (Berlin);52.56116;13.411867;0;0
900130003;;S Wollankstr. (Berlin);52.5643085;13.392955;0;0
900160020;2;S+U Lichtenberg Bhf/Siegfriedstr. (Berlin);52.512169666666665;13.497862333333332;0;0
900160540;;Zentralfriedhof (Berlin);52.514577;13.507622;0;0
900152504;;Siedlung Wartenberg/Straße 5 (Berlin);52.5839985;13.5308605;0;0
900135012;;S Buch/Röbellweg (Berlin);52.638023;13.491754;0;0
900150522;;Gounodstr. (Berlin);52.548686;13.4670555;0;0
900135011;;Lindenberger Weg/Stadtgrenze (Berlin);52.62726;13.507432;0;0
900074294;;Kirchhainer Damm/Stadtgrenze (Berlin);52.37683;13.417765;0;0
900072102;;Gutspark Marienfelde (Berlin);52.408971;13.376285666666666;0;0
900072101;;S Buckower Chaussee (Berlin);52.4111075;13.382573;0;0
900072181;;Großbeerenstr./Daimlerstr. (Berlin);52.426367;13.37492475;0;0
900073203;;Klausenburger Pfad (Berlin);52.4026825;13.353414;0;0
900073273;;Stadtrandsiedlung (Berlin);52.402515;13.352793;0;0
900070202;;Dardanellenweg (Berlin);52.444947;13.4095475;0;0
900067402;;Preysingstr. (Berlin);52.427515;13.364627;0;0
900064307;;Saaleckplatz (Berlin);52.41621333333333;13.324333333333334;0;0
900064303;;Oberhofer Platz (Berlin);52.42445533333333;13.328428;0;0
900064301;;S Lichterfelde Ost Bhf (Berlin);52.42876033333334;13.328247;0;0
900051203;;Waldfriedhof Dahlem (Berlin);52.45501633333333;13.265956666666668;0;0
900049372;;Andréezeile (Berlin);52.410355;13.2663325;0;0
900171512;;Brebacher Weg (Berlin);52.513121;13.5692725;0;0
900170702;1;S Marzahn (Berlin);52.543132;13.543133;0;0
900150013;;Marzahner Str. (Berlin);52.546425;13.520863;0;0
900150008;;Rhinstr./Gärtnerstr. (Berlin);52.546366;13.510811;0;0
900162501;;S Karlshorst (Berlin);52.481247;13.525791000000002;1;0
